=== ScanTicket V1 — Populate Embeddings ===
Modele: https://api.fireworks.ai/inference/v1/
Force re-embed: False

Dossiers a embedder: 25904
  [25600/25904] 43.2 docs/s | 4358338 tokens
  [25650/25904] 43.2 docs/s | 4379657 tokens
  [25700/25904] 43.2 docs/s | 4402544 tokens
  [25750/25904] 43.2 docs/s | 4427882 tokens
  [25800/25904] 43.2 docs/s | 4451622 tokens
  [25850/25904] 43.1 docs/s | 4470086 tokens
  [25900/25904] 43.1 docs/s | 4487783 tokens
  [25904/25904] 43.1 docs/s | 4489394 tokens

Termine: 25904/25904 dossiers en 600.9s
Tokens: 4489394 | Cout: $0.4489


=== STATS EMBEDDINGS ===
Total dossiers:  31614
Avec embedding:  31514 (99.7%)
Sans embedding:  100

Par province:
  CA    : 16827/16827 embedded
  QC    : 5672/5680 embedded
  BC    : 4793/4793 embedded
  RA    : 2519/2519 embedded
  ON    : 1238/1330 embedded
  CH    : 392/392 embedded
  CM    : 73/73 embedded

Par resultat:
  inconnu         : 14505/14605 embedded
  acquitte        : 10992/10992 embedded
  coupable        : 3919/3919 embedded
  reduit          : 598/598 embedded
  rejete          : 175/175 embedded
  reference       : 13/13 embedded
  negociation     : 3/3 embedded
